13.04347826;43;7;0;0;0
16.66666667;39;11;0;0;0
25;28.5;21.5;0;0;0
40;0;35.5;14.5;0;0
45.45454545;0;20.5;27;2.5;0
50;0;30.5;26.5;8;0
14.28571429;44.5;5.5;0;0;0
25;0;46.5;3.5;0;0
33.33333333;0;47.5;2.5;0;0
40;0;38.5;11.5;0;0
45.45454545;0;22.5;26.5;1;0
50;0;8;37;4.5;0
57.14285714;0;0;34;16;0
