3.141445775;48.415;1.48;0.105;0;0
14.11394217;47.345;2.42;0.235;0;0
18.78722252;44.63;5;0.37;0;0
25;37.665;11.2;1.135;0;0
28.57142857;31.635;16.09;2.275;0;0
33.33333333;23.46;20.68;5.86;0;0
40;14.08;22.59;11.465;1.865;0
45.45454545;7.815;21.65;15.72;4.815;0
50;3.66;16.39;21.515;7.875;0.56
53.84615385;1.95;11.535;21.685;12.87;1.96
57.14285714;0.61;8.315;20.875;17.225;2.975
