2;14.28571429;23.7605
2;25;27.617
2;40;13.679
2;53.84615385;2.3215
4;15.25423729;23.21266667
4;28.57142857;17.5
4;37.5;11.21733333
4;50;2.978666667
6;11.39240506;18.814
6;22.22222222;17.136
6;36.36363636;10.6105
6;51.72413793;1.4395
