20,60,20,801.111111096972,42.24,17.58,0.18,0,0,21.48,,,,,,,,,,,,,,,,,0
25,50,25,801.111111096972,24.45,25.25,0.3,0,0,22.8,,,,,,,,,,,,,,,,,
33.3333333333333,33.3333333333333,33.3333333333333,801.111111096972,4.13333333333333,27.8,1.4,0,0,26.8666666666667,,,,,,,,,,,,,,,,,
0,33.3333333333333,66.6666666666667,801.111111096972,20,0,0,0,0,0,,,,,,,,,,,,,,,,,
11.7647058823529,29.4117647058823,58.8235294117647,801.111111096972,18.6,1.4,0,0,0,16.8,,,,,,,,,,,,,,,,,
21.0526315789474,26.3157894736842,52.6315789473684,801.111111096972,14.8,5.2,0,0,0,33.6,,,,,,,,,,,,,,,,,
28.5714285714286,23.8095238095238,47.6190476190476,801.111111096972,13.4,5.6,1,0,0,40,,,,,,,,,,,,,,,,,
34.7826086956522,21.7391304347826,43.4782608695652,801.111111096972,3.2,13.6,3.2,0,0,39.2,,,,,,,,,,,,,,,,,
40,20,40,801.111111096972,0.6,9.2,9.8,0.6,0,37.6,,,,,,,,,,,,,,,,,
44.4444444444444,18.5185185185185,37.037037037037,801.111111096972,0,5.6,13.8,0.6,0,31.2,,,,,,,,,,,,,,,,,
13.0434782608696,57.9710144927536,28.9855072463768,801.111111096972,43,7,0,0,0,19,,,,,,,,,,,,,,,,,
16.6666666666667,55.5555555555556,27.7777777777778,801.111111096972,39,11,0,0,0,22.5,,,,,,,,,,,,,,,,,
25,50,25,801.111111096972,28.5,21.5,0,0,0,30,,,,,,,,,,,,,,,,,
40,40,20,801.111111096972,0,35.5,14.5,0,0,22.5,,,,,,,,,,,,,,,,,
45.4545454545455,36.3636363636364,18.1818181818182,801.111111096972,0,20.5,27,2.5,0,16.5,,,,,,,,,,,,,,,,,
50,33.3333333333333,16.6666666666667,801.111111096972,0,30.5,26.5,8,0,11,,,,,,,,,,,,,,,,,
3.14144577535273,64.5723694830982,32.2861847415491,801.111111096972,48.415,1.48,0.105000000000001,0,0,2.67,,,,,,,,,,,,,,,,,
14.1139421700544,57.2573718866304,28.6286859433152,801.111111096972,47.345,2.42,0.235000000000001,0,0,24.625,,,,,,,,,,,,,,,,,
18.7872225230103,54.1418516513265,27.0709258256632,801.111111096972,44.63,5,0.369999999999997,0,0,30.135,,,,,,,,,,,,,,,,,
25,50,25,801.111111096972,37.665,11.2,1.135,0,0,32.32,,,,,,,,,,,,,,,,,
28.5714285714286,47.6190476190476,23.8095238095238,801.111111096972,31.635,16.09,2.275,0,0,31.535,,,,,,,,,,,,,,,,,
33.3333333333333,44.4444444444444,22.2222222222222,801.111111096972,23.46,20.68,5.86,0,0,25.7,,,,,,,,,,,,,,,,,
40,40,20,801.111111096972,14.08,22.59,11.465,1.865,0,19.355,,,,,,,,,,,,,,,,,
45.4545454545455,36.3636363636364,18.1818181818182,801.111111096972,7.815,21.65,15.72,4.815,0,12.44,,,,,,,,,,,,,,,,,
50,33.3333333333333,16.6666666666667,801.111111096972,3.66,16.39,21.515,7.875,0.560000000000002,7.92,,,,,,,,,,,,,,,,,
53.8461538461539,30.7692307692308,15.3846153846154,801.111111096972,1.95,11.535,21.685,12.87,1.96,4.57,,,,,,,,,,,,,,,,,
57.1428571428571,28.5714285714286,14.2857142857143,801.111111096972,0.61,8.315,20.875,17.225,2.975,2.86,,,,,,,,,,,,,,,,,
1.86457311089303,78.5083415112856,19.6270853778214,801.111111096972,65.6866666666667,0.98,0,0,0,2.78,,,,,,,,,,,,,,,,,
15.2542372881356,67.7966101694915,16.9491525423729,801.111111096972,58.7933333333333,7.65333333333333,0.220000000000001,0,0,22.0933333333333,,,,,,,,,,,,,,,,,
20.6349206349206,63.4920634920635,15.8730158730159,801.111111096972,50.1933333333333,15.4,1.07333333333333,0,0,23.57,,,,,,,,,,,,,,,,,
28.5714285714286,57.1428571428571,14.2857142857143,801.111111096972,35.6866666666667,25.4733333333333,5.14666666666667,0.359999999999999,0,21.7733333333333,,,,,,,,,,,,,,,,,
33.3333333333333,53.3333333333333,13.3333333333333,801.111111096972,26.5466666666667,29.5466666666667,9.75333333333333,0.819999999999999,0,18.89,,,,,,,,,,,,,,,,,
37.5,50,12.5,801.111111096972,19.7,31.16,13.7,2.10666666666667,0,16.3566666666667,,,,,,,,,,,,,,,,,
41.1764705882353,47.0588235294118,11.7647058823529,801.111111096972,13.2066666666667,30.76,18.7133333333333,3.98666666666666,0,13.1966666666667,,,,,,,,,,,,,,,,,
44.4444444444444,44.4444444444444,11.1111111111111,801.111111096972,9.26666666666667,27.98,22.6066666666667,6.81333333333333,0,9.44,,,,,,,,,,,,,,,,,
47.3684210526316,42.1052631578947,10.5263157894737,801.111111096972,6.62,23.9533333333333,26.4133333333333,9.68,0,7.57333333333333,,,,,,,,,,,,,,,,,
50,40,10,801.111111096972,3.71333333333333,21.04,28.4266666666667,12.2666666666667,1.22,5.13,,,,,,,,,,,,,,,,,
52.3809523809524,38.0952380952381,9.52380952380952,801.111111096972,2.86,16.52,28.52,16.4266666666667,2.33999999999999,3.51666666666667,,,,,,,,,,,,,,,,,
54.5454545454545,36.3636363636364,9.09090909090909,801.111111096972,1.78666666666667,14.0533333333333,27.22,20.1466666666667,3.46,1.79,,,,,,,,,,,,,,,,,
1.29723632261703,84.6023688663282,14.1003948110547,801.111111096972,74.1375,0.862500000000004,0,0,0,3.645,,,,,,,,,,,,,,,,,
11.3924050632911,75.9493670886076,12.6582278481013,801.111111096972,69.54,5.46,0,0,0,19.715,,,,,,,,,,,,,,,,,
