22.22222222;33;42;0;0;0
26.31578947;20.25;54.75;0;0;0
30;13.5;60;1.5;0;0
36.36363636;6.75;55.5;12.75;0;0
41.66666667;0;51.75;23.25;0;0
46.15384615;0;24;46.5;4.5;0
50;0;18;46.5;11.25;0
53.33333333;0;12.75;48;14.25;0
