11.3;76;24;0;0;0
23.3;33;67;0;0;0
31.3;9;91;0;0;0
37.8;0;79;21;0;0
39.7;0;68;32;0;0
45.1;0;38;62;0;0
1.82;95.66;4.34;0;0;0
5.11;88.76;11.24;0;0;0
12.33;71.06;28.94;0;0;0
16.77;59.03;40.97;0;0;0
21.95;42.57;57.43;0;0;0
26.9;25.04;74.96;0;0;0
30;14.8;81.7;3.6;0;0
