20;49;51;0;0;0
27.3;25;72;3;0;0
28.6;22;74;4;0;0
33.3;7;86;7;0;0
36.4;5;81;14;0;0
40;0;67;32;1;0
42.9;0;51;48;1;0
44.4;0;41;57;2;0
50;0;9;84;7;0
28.1525653927893;18.54;76.68;4.78;0;0
45.7400421644066;0;31.36;63.37;5.27;0
49.4645222749803;0;11.43;81.76;6.81;0
