43.6;19.1;80.9;0;0
44.7;16.1;83.9;0;0
48.6;7.9;90.8;1.3;0
50.2;3.6;90.2;6.2;0
53.5;0;82.1;17.9;0
58.9;0;56.1;43.9;0
48.8;0;100;0;0
53.4;0;81;19;0
55.2;0;66;34;0
58.9;0;49;48;3
60.3;0;31;64;5
62.2;0;21;72;7
64;0;15;76;9
