42.8;20;80;0;0
43.8;18;82;0;0
45.3;13;87;0;0
47.2;7;93;0;0
51.1;0;99;1;0
54.1;0;78;22;0
57;0;78;22;0
5;96;4;0;0
7.5;94;6;0;0
10;89;11;0;0
15;81;19;0;0
20;77;23;0;0
25;68;32;0;0
30;58;42;0;0
35;43;57;0;0
40;38;62;0;0
50;0;100;0;0
