4.761904762;95;5;0;0;0
9.90990991;89;11;0;0;0
15.25423729;82;18;0;0;0
20;75;25;0;0;0
24.81203008;67;33;0;0;0
28.57142857;60;40;0;0;0
33.33333333;50;42;8;0;0
37.5;40;44;17;0;0
41.17647059;30;45;25;0;0
45.05494505;18;40;43;0;0
54.95495495;0;30;52;14;3
58.33333333;0;26;43;22;9
61.53846154;0;23;30;30;12
64.9122807;0;17;12;56;17
